Id,Response
1046,7
1047,5
1050,5
1052,6
1054,7
1057,7
1061,3
1069,5
1071,6
1073,5
1074,7
1075,5
1083,6
1084,0
1089,4
1099,4
1103,1
1110,7
1123,7
1130,6
1135,7
1137,7
1145,7
1147,5
1152,7
1153,0
1154,7
1158,7
1166,7
1170,7
1172,5
1178,7
1179,7
1181,3
1182,6
1183,7
1191,7
1192,1
1200,3
1205,6
1207,7
1208,3
1209,1
1217,4
1223,7
1225,7
1226,5
1228,5
1230,5
1232,7
1235,7
1237,6
1257,6
1266,1
1267,5
1274,7
1277,7
1278,5
1280,7
1282,7
1293,6
1294,3
1305,7
1306,5
1311,6
1318,5
1320,7
1323,7
1325,4
1328,5
1336,4
1340,7
1341,7
1344,7
1345,6
1348,3
1358,0
1361,7
1364,5
1373,7
1377,5
1378,7
1380,5
1382,7
1383,5
1386,7
1387,0
1390,0
1395,7
1398,5
1402,5
1403,7
1405,7
1407,7
1410,0
1412,0
1419,7
1426,7
1428,7
1436,5
1437,1
1438,6
1441,7
1444,7
1448,0
1454,4
1457,4
1459,7
1463,7
1467,3
1471,6
1475,5
1476,6
1480,7
1481,2
1482,4
1489,6
1491,7
1494,7
1496,7
1500,7
1501,7
1503,6
1504,4
1505,3
1515,4
1517,5
1520,5
1521,3
1523,7
1526,7
1529,5
1530,7
1543,5
1544,7
1547,5
1550,7
1552,6
1554,6
1563,7
1574,7
1575,6
1576,6
1579,5
1582,6
1584,7
1585,7
1589,6
1596,7
1598,1
1611,7
1613,7
1615,5
1618,5
1627,6
1630,2
1638,7
1639,5
1640,7
1642,7
1645,6
1648,5
1654,5
1661,7
1662,5
1663,7
1666,5
1668,4
1670,3
1672,7
1681,5
1682,7
1683,1
1687,7
1688,7
1693,6
1694,7
1700,7
1704,5
1712,7
1716,7
1717,5
1722,6
1724,5
1738,1
1739,1
1740,7
1761,7
1763,7
1765,7
1766,5
1767,7
1771,6
1772,7
1777,7
1784,0
1799,5
1806,7
1810,1
1812,7
1814,2
1818,7
1819,7
1822,4
1823,7
1824,5
1834,5
1835,7
1844,6
1848,5
1849,7
1850,7
1851,5
1856,0
1862,1
1863,5
1872,6
1874,6
1875,7
1877,7
1900,7
1902,7
1904,5
1905,0
1908,7
1914,7
1916,2
1922,0
1933,5
1934,5
1939,5
1942,5
1947,7
1957,7
1971,7
1973,5
1974,5
1977,6
1981,5
1985,7
1987,5
1989,7
2001,4
2002,2
2007,0
2008,7
2011,5
2021,6
2034,7
2040,7
2044,3
2045,7
2048,7
2051,7
2062,7
2066,2
2068,6
2069,5
2074,7
2075,7
2078,7
2079,0
2080,0
2081,4
2084,1
2085,7
2087,7
2096,5
2102,5
2103,7
2107,7
2117,6
2118,4
2120,6
2121,4
2122,5
2130,7
2136,4
2138,7
2140,7
2143,6
2144,6
2145,5
2147,7
2150,2
2154,7
2155,1
2166,4
2169,5
2173,5
2176,0
2178,7
2179,0
2180,7
2184,7
2185,7
2188,5
2190,7
2194,7
2195,7
2198,5
2205,7
2206,7
2207,5
2212,6
2213,7
2216,7
2218,1
2224,7
2225,7
2228,7
2236,7
2242,7
2246,5
2250,7
2255,7
2256,3
2267,7
2268,6
2269,7
2272,5
2275,0
2280,7
2282,7
2287,7
2289,7
2293,7
2296,7
2307,6
2309,7
2313,5
2325,6
2327,7
2336,5
2339,5
2342,7
2347,7
2350,3
2360,5
2364,7
2369,1
2379,7
2394,5
2395,6
2399,7
2402,7
2410,7
2416,7
2420,7
2427,5
2434,7
2435,7
2441,7
2447,5
2452,5
2463,6
2467,7
2468,7
2470,7
2476,5
2483,1
2487,5
2492,7
2502,7
2504,0
2510,7
2511,1
2512,7
2517,7
2520,7
2521,7
2523,5
2524,7
2525,5
2526,6
2528,7
2530,4
2532,5
2536,4
2540,6
2541,7
2543,5
2549,7
2550,1
2556,4
2557,7
2559,5
2565,7
2566,7
2567,0
2568,4
2570,7
2573,7
2577,7
2578,7
2583,1
2586,5
2587,4
2588,7
2591,7
2597,7
2606,7
2607,7
2608,7
2611,0
2612,6
2613,5
2616,7
2621,7
2622,6
2634,7
2639,7
2642,0
2644,6
2650,3
2655,7
2664,7
2667,5
2670,6
2679,2
2681,7
2683,7
2685,7
2687,7
2696,5
2699,7
2712,1
2716,7
2720,7
2725,5
2726,7
2731,5
2733,7
2740,7
2742,7
2748,4
2749,7
2763,6
2771,7
2772,5
2773,4
2783,7
2784,7
2789,0
2796,5
2798,4
2799,7
2800,5
2802,7
2805,7
2809,5
2816,7
2817,5
2821,7
2822,7
2829,6
2832,4
2842,6
2844,7
2846,5
2851,5
2852,4
2853,7
2856,6
2862,0
2866,5
2868,5
2886,7
2892,5
2893,3
2898,7
2917,5
2923,3
2927,5
2930,7
2931,2
2935,7
2936,5
2961,5
2964,7
2967,7
2968,7
2970,7
2977,5
2978,7
2979,7
2985,7
2986,2
2989,5
2997,3
2999,7
3004,7
3008,7
3010,6
3020,7
3022,7
3024,6
3027,7
3032,7
3033,7
3048,4
3053,7
3056,7
3070,7
3071,1
3073,7
3080,7
3098,7
3099,0
3109,7
3110,7
3115,1
3121,7
3128,7
3132,3
3133,2
3141,7
3144,5
3145,4
3154,5
3159,7
3164,1
3168,0
3172,4
3176,7
3186,7
3193,6
3196,7
3199,0
3200,7
3209,7
3210,7
3214,6
3229,5
3230,6
3233,7
3242,4
3244,7
3249,5
3251,3
3253,0
3264,5
3271,1
3272,7
3274,7
3276,5
3280,4
3282,5
3285,7
3297,5
3298,7
3307,5
3309,7
3310,7
3312,5
3314,7
3315,1
3316,6
3319,5
3322,7
3327,7
3332,5
3334,7
3336,1
3338,7
3340,6
3343,1
3352,7
3353,7
3356,7
3357,7
3360,7
3365,7
3366,7
3367,7
3369,7
3374,5
3376,5
3381,7
3385,4
3386,7
3397,7
3403,4
3409,4
3414,7
3415,7
3423,7
3427,5
3428,7
3439,5
3441,7
3442,0
3447,5
3453,5
3456,4
3458,5
3459,7
3462,7
3464,7
3477,7
3480,5
3483,7
3490,5
3497,7
3498,7
3500,4
3504,5
3509,0
3510,7
3511,7
3525,5
3528,5
3529,0
3531,4
3532,7
3536,7
3537,1
3538,5
3547,5
3557,5
3572,7
3573,6
3588,7
3590,6
3597,7
3601,5
3602,7
3608,7
3611,5
3616,7
3619,6
3623,6
3638,5
3641,5
3643,7
3647,3
3648,6
3662,4
3663,7
3665,6
3679,7
3683,6
3692,5
3700,7
3705,6
3706,7
3711,7
3712,7
3716,6
3725,0
3727,7
3739,7
3740,4
3743,5
3744,1
3750,7
3751,5
3752,5
3753,5
3754,1
3761,7
3762,7
3764,1
3773,7
3774,4
3775,7
3776,7
3785,5
3788,7
3791,6
3792,7
3794,0
3797,6
3798,7
3807,4
3808,7
3810,4
3813,5
3815,7
3818,5
3820,3
3824,7
3832,7
3836,7
3837,5
3849,6
3853,6
3861,4
3862,5
3863,5
3867,1
3868,7
3871,7
3873,5
3874,5
3879,7
3881,6
3883,7
3887,5
3888,5
3889,4
3898,1
3901,7
3904,5
3905,4
3907,5
3911,3
3915,5
3917,6
3923,7
3925,4
3931,5
3934,7
3943,6
3946,5
3947,6
3949,5
3958,5
3959,7
3960,4
3969,7
3971,7
3973,7
3976,7
3979,7
3982,7
3992,7
3993,5
3995,7
3997,5
4002,7
4003,7
4006,7
4010,7
4011,7
4012,7
4019,7
4020,3
4026,5
4030,2
4033,7
4034,7
4038,0
4045,7
4046,7
4047,0
4048,7
4055,7
4061,7
4063,0
4066,7
4069,7
4076,7
4081,7
4086,7
4087,7
4094,7
4096,3
4105,5
4107,7
4110,6
4115,5
4128,3
4131,7
4136,4
4140,4
4141,5
4142,7
4146,5
4156,5
4159,7
4171,7
4174,1
4175,5
4180,7
4187,7
4191,1
4193,7
4197,7
4201,7
4203,6
4205,4
4206,3
4209,7
4213,7
4215,5
4220,7
4223,7
4225,7
4234,1
4241,6
4244,7
4247,7
4254,5
4255,2
4262,5
4263,7
4266,2
4269,7
4270,5
4271,6
4274,6
4279,5
4286,4
4287,5
4288,7
4290,0
4294,7
4296,7
4299,6
4302,7
4316,7
4320,5
4321,4
4324,5
4325,4
4326,7
4332,7
4334,7
4343,7
4348,7
4350,6
4353,5
4356,7
4361,5
4367,5
4369,7
4371,7
4373,5
4374,1
4376,7
4393,5
4394,7
4397,0
4398,5
4404,7
4410,6
4411,5
4412,7
4414,6
4415,7
4418,0
4420,7
4426,6
4427,7
4430,1
4431,4
4435,7
4437,7
4438,7
4458,6
4461,5
4462,4
4464,5
4482,7
4484,5
4489,3
4494,7
4496,7
4503,7
4508,1
4515,1
4516,7
4517,7
4518,7
4524,4
4525,2
4527,7
4529,7
4535,5
4538,0
4544,5
4545,5
4550,5
4551,6
4554,7
4563,7
4565,7
4573,5
4576,7
4578,7
4587,7
4590,5
4597,7
4600,7
4608,7
4612,5
4615,7
4616,7
4618,7
4620,6
4622,7
4624,6
4628,4
4631,7
4633,7
4646,5
4648,0
4655,7
4669,7
4673,7
4677,7
4680,7
4683,5
4691,1
4694,7
4697,7
4698,0
4704,7
4711,6
4713,5
4716,4
4724,5
4727,7
4730,7
4731,6
4732,5
4741,2
4742,7
4743,7
4753,7
4758,7
4762,0
4765,4
4782,5
4787,7
4788,7
4789,0
4790,7
4792,7
4797,5
4805,5
4806,7
4809,5
4814,7
4823,7
4825,1
4830,5
4832,5
4833,5
4840,5
4841,6
4844,7
4845,7
4849,5
4858,7
4870,6
4875,7
4877,7
4882,4
4891,6
4900,7
4905,7
4907,5
4908,7
4923,7
4924,7
4925,7
4927,5
4933,7
4935,7
4941,1
4944,7
4946,5
4953,5
4956,1
4968,5
4985,0
4989,7
4995,0
5005,5
5010,5
5016,7
5018,7
5029,3
5031,6
5037,4
5039,7
5041,6
5043,5
5052,7
5055,6
5059,7
5063,7
5067,7
5070,5
5072,6
5073,6
5079,7
5086,7
5093,5
5094,1
5098,7
5101,7
5108,4
5112,7
5113,7
5119,7
5120,7
5121,5
5126,7
5127,7
5128,7
5131,3
5137,3
5146,7
5148,5
5150,6
5159,7
5160,5
5163,7
5170,7
5177,5
5179,7
5185,7
5188,7
5190,7
5191,4
5192,7
5195,0
5198,6
5208,4
5214,7
5215,7
5219,3
5220,7
5223,1
5224,4
5225,7
5227,4
5229,7
5231,0
5236,7
5237,5
5238,6
5240,5
5248,7
5252,7
5256,5
5269,7
5270,4
5272,7
5275,7
5276,5
5279,7
5280,7
5281,7
5291,5
5292,5
5294,5
5296,7
5302,7
5307,7
5312,7
5313,5
5314,7
5315,5
5316,7
5317,7
5318,5
5321,6
5322,7
5323,5
5324,7
5334,7
5343,2
5344,1
5345,6
5355,1
5364,5
5369,7
5371,7
5380,7
5385,1
5392,5
5395,7
5396,7
5398,7
5400,7
5402,7
5411,7
5412,5
5414,5
5417,5
5424,7
5427,7
5428,4
5430,5
5432,6
5438,3
5448,5
5459,2
5460,7
5461,6
5463,1
5477,5
5479,4
5481,7
5482,5
5491,6
5493,7
5506,5
5507,1
5517,7
5532,7
5533,6
5534,7
5541,7
5542,4
5548,1
5551,0
5553,4
5554,7
5565,6
5574,7
5575,7
5576,0
5583,5
5584,1
5586,5
5587,4
5588,7
5596,7
5597,7
5601,7
5603,7
5613,7
5614,7
5618,7
5619,7
5621,7
5622,7
5627,7
5628,5
5630,7
5633,0
5639,3
5643,6
5649,4
5653,6
5655,6
5664,0
5667,4
5670,7
5674,1
5678,7
5680,4
5687,4
5692,6
5694,5
5697,7
5701,3
5704,7
5710,7
5711,7
5716,4
5724,7
5725,3
5726,4
5727,7
5731,6
5749,4
5751,7
5755,5
5756,5
5761,7
5767,4
5768,4
5770,4
5772,3
5773,5
5775,7
5776,5
5784,4
5792,0
5793,6
5794,7
5797,7
5799,7
5800,7
5805,7
5809,7
5813,3
5817,7
5824,6
5829,5
5832,1
5835,5
5837,4
5847,7
5854,6
5857,5
5860,7
5872,5
5874,7
5876,5
5880,7
5882,5
5891,5
5892,0
5906,7
5922,7
5923,5
5927,6
5929,4
5941,5
5942,3
5945,7
5947,5
5950,7
5951,7
5952,5
5960,7
5965,5
5967,7
5974,7
5977,1
5984,4
5987,7
5991,1
5996,1
5997,7
6002,1
6005,5
6008,7
6009,4
6014,6
6027,7
6030,7
6033,7
6034,1
6035,7
6043,7
6046,5
6047,5
6048,7
6070,7
6071,5
6085,1
6090,6
6091,7
6092,6
6098,7
6106,7
6108,7
6111,1
6115,7
6117,4
6121,5
6124,5
6126,7
6129,6
6131,7
6141,6
6142,2
6143,0
6144,5
6147,7
6148,3
6155,5
6158,7
6159,6
6162,3
6166,7
6172,5
6177,1
6178,7
6181,5
6182,7
6185,6
6191,7
6195,7
6204,6
6205,7
6211,7
6212,7
6219,5
6220,7
6223,4
6226,7
6239,5
6243,7
6249,1
6252,7
6255,4
6260,5
6261,7
6263,4
6264,6
6270,1
6271,7
6272,7
6274,7
6277,1
6280,6
6284,7
6286,3
6288,5
6290,7
6293,5
6299,6
6301,7
6304,1
6306,7
6308,7
6309,5
6312,7
6321,5
6322,5
6331,4
6335,7
6340,5
6343,7
6344,4
6347,6
6348,4
6349,7
6350,7
6354,7
6355,5
6362,5
6367,7
6372,7
6375,7
6379,1
6384,4
6386,7
6390,6
6396,4
6401,1
6403,6
6408,4
6410,5
6420,7
6430,7
6436,6
6440,7
6442,7
6443,7
6444,5
6459,7
6466,5
6469,6
6474,7
6475,5
6476,5
6490,3
6491,6
6496,2
6497,7
6498,5
6499,7
6501,7
6514,4
6515,5
6524,7
6526,0
6532,7
6537,5
6538,5
6541,4
6546,5
6551,0
6554,5
6557,5
6560,0
6565,5
6566,5
6578,4
6582,7
6587,5
6593,6
6596,5
6611,7
6615,5
6620,7
6626,5
6627,5
6628,4
6635,7
6639,5
6641,5
6645,5
6660,7
6663,6
6669,6
6674,7
6682,6
6685,3
6687,7
6692,4
6695,7
6696,7
6699,5
6700,5
6701,7
6705,0
6707,4
6709,7
6711,7
6714,5
6722,5
6723,7
6724,6
6726,6
6733,7
6734,5
6735,7
6736,5
6738,7
6741,7
6746,7
6754,7
6758,1
6763,1
6764,3
6768,7
6778,1
6784,7
6785,5
6787,7
6806,5
6825,5
6830,0
6831,7
6832,5
6833,4
6835,2
6842,7
6843,7
6853,4
6859,5
6860,4
6862,7
6867,5
6868,7
6885,7
6888,4
6889,6
6897,1
6898,2
6900,6
6902,4
6903,4
6907,1
6909,0
6911,0
6925,7
6930,5
6931,5
6933,5
6937,7
6941,1
6948,7
6950,7
6956,7
6957,7
6960,7
6962,5
6969,5
6971,4
6973,0
6980,7
6983,4
6985,5
6999,7
7005,7
7006,7
7007,5
7012,3
7013,5
7016,5
7017,7
7020,5
7024,5
7026,3
7027,1
7029,5
7032,1
7034,7
7044,7
7054,3
7057,7
7058,7
7060,6
7065,6
7069,6
7071,5
7076,1
7077,6
7081,0
7082,4
7093,7
7095,1
7098,6
7099,0
7105,0
7106,6
7122,5
7129,7
7130,7
7135,4
7136,1
7137,6
7138,7
7141,7
7143,7
7159,7
7162,7
7165,5
7169,3
7171,4
7172,6
7175,7
7178,6
7182,6
7190,7
7194,3
7196,7
7205,7
7207,5
7210,7
7211,7
7216,7
7219,1
7222,7
7224,7
7234,5
7237,7
7242,0
7246,7
7247,0
7251,5
7252,0
7257,3
7276,5
7281,7
7286,7
7287,7
7295,6
7297,5
7300,6
7307,7
7308,1
7310,5
7315,0
7317,6
7318,7
7322,5
7325,7
7326,7
7332,7
7342,7
7345,7
7347,7
7349,5
7352,6
7353,0
7354,7
7370,7
7392,7
7394,7
7396,7
7397,5
7400,7
7402,7
7406,7
7409,7
7410,7
7412,7
7414,0
7419,5
7420,5
7421,7
7424,5
7428,7
7431,7
7435,7
7437,7
7445,5
7449,5
7456,7
7458,7
7459,5
7463,5
7464,6
7465,7
7467,7
7471,3
7472,0
7485,5
7494,1
7505,7
7511,7
7512,7
7513,7
7514,1
7515,7
7523,4
7530,6
7531,7
7536,7
7538,7
7542,3
7543,7
7549,4
7557,7
7559,7
7560,7
7563,4
7564,7
7567,7
7572,7
7575,1
7588,5
7595,5
7596,7
7602,7
7609,5
7612,7
7613,5
7621,7
7622,7
7624,7
7625,7
7629,7
7632,7
7634,7
7636,7
7637,1
7638,0
7640,0
7643,7
7648,7
7653,7
7654,7
7662,7
7671,7
7674,7
7682,4
7683,7
7686,7
7690,3
7692,7
7694,3
7695,5
7700,5
7714,3
7715,7
7721,7
7728,7
7737,5
7739,5
7745,1
7747,4
7761,7
7762,7
7763,7
7770,4
7771,5
7774,7
7776,1
7779,6
7793,5
7795,7
7796,7
7800,7
7803,6
7808,5
7811,7
7812,5
7813,1
7814,5
7818,0
7826,7
7827,7
7831,7
7834,7
7837,5
7841,7
7842,7
7843,4
7844,7
7851,7
7854,7
7856,7
7859,7
7866,5
7869,7
7870,5
7872,1
7886,5
7892,6
7893,7
7908,7
7910,7
7914,7
7919,5
7922,7
7930,1
7932,4
7947,0
7949,5
7950,7
7952,5
7953,7
7955,7
7960,5
7961,5
7962,7
7963,7
7967,0
7968,7
7975,5
7977,5
7980,5
7985,5
7987,6
7994,4
7995,7
7999,7
8005,7
8007,7
8009,7
8014,5
8017,5
8018,7
8024,7
8025,3
8026,6
8029,1
8031,7
8035,5
8049,5
8058,1
8060,7
8061,4
8070,4
8071,7
8072,6
8073,7
8075,5
8076,5
8081,5
8082,5
8090,5
8094,7
8097,5
8107,6
8112,4
8115,5
8120,4
8123,6
8128,4
8129,7
8133,7
8138,6
8142,5
8143,5
8145,7
8146,7
8147,4
8151,6
8153,7
8163,1
8167,7
8168,4
8169,7
8172,7
8178,0
8184,7
8185,6
8186,4
8187,6
8191,2
8196,5
8205,7
8206,7
8216,2
8218,6
8219,7
8227,7
8228,7
8230,7
8231,7
8234,7
8241,7
8242,7
8245,7
8246,7
8251,7
8254,5
8262,5
8269,7
8277,7
8286,5
8287,4
8288,6
8289,5
8292,6
8293,6
8294,2
8296,7
8306,5
8307,1
8314,5
8317,1
8320,7
8326,7
8329,4
8330,5
8331,0
8343,5
8350,6
8352,2
8354,5
8355,6
8356,5
8357,0
8364,7
8370,5
8381,1
8382,6
8383,7
8386,7
8389,7
8390,5
8393,7
8399,7
8400,3
8403,6
8404,5
8405,7
8409,5
8413,5
8417,6
8418,4
8423,7
8427,6
8431,7
8432,7
8434,7
8437,7
8447,5
8449,7
8457,5
8459,5
8461,1
8466,5
8467,7
8469,7
8479,4
8481,7
8493,7
8496,7
8501,7
8502,7
8508,5
8509,7
8514,7
8518,5
8519,5
8527,7
8530,5
8537,5
8539,7
8542,7
8547,6
8550,7
8554,7
8556,4
8560,7
8566,5
8569,7
8571,7
8572,5
8575,6
8580,7
8584,5
8585,7
8587,4
8593,5
8595,6
8597,5
8598,7
8599,7
8601,7
8607,3
8612,7
8621,7
8625,5
8630,7
8631,5
8633,6
8644,7
8650,0
8652,7
8656,7
8657,7
8659,7
8660,7
8665,5
8667,0
8668,7
8670,7
8682,7
8690,6
8692,7
8698,7
8702,5
8710,6
8713,7
8714,7
8715,7
8718,7
8719,3
8722,7
8737,5
8738,7
8739,7
8740,5
8745,7
8750,7
8754,1
8757,7
8762,0
8769,7
8773,7
8782,6
8790,5
8804,6
8815,7
8818,5
8819,7
8828,7
8831,6
8838,7
8841,4
8847,5
8849,1
8857,4
8860,0
8861,7
8875,7
8884,6
8889,7
8891,7
8893,7
8894,6
8897,7
8909,1
8928,7
8932,4
8933,5
8934,7
8938,7
8943,0
8946,5
8951,0
8953,5
8959,0
8960,3
8963,4
8968,7
8972,6
8973,4
8977,2
8978,6
8980,7
8984,1
8987,7
8989,7
8995,7
8996,7
9001,3
9003,0
9005,5
9007,7
9009,6
9012,7
9015,7
9024,5
9031,5
9032,5
9035,7
9053,7
9060,5
9067,7
9068,7
9077,5
9080,7
9084,7
9087,5
9090,1
9095,7
9098,4
9101,7
9108,7
9112,4
9113,6
9117,6
9123,7
9124,7
9127,6
9130,5
9132,6
9136,5
9138,7
9142,7
9143,5
9145,7
9146,4
9148,7
9151,2
9154,7
9158,7
9163,4
9169,5
9171,7
9176,5
9181,5
9185,7
9187,7
9188,7
9190,7
9204,7
9205,5
9207,4
9213,7
9220,7
9221,6
9224,4
9225,7
9227,7
9232,7
9234,7
9237,7
9238,7
9240,5
9248,6
9253,7
9254,6
9257,7
9264,3
9267,7
9269,7
9271,7
9272,6
9276,7
9278,6
9280,5
9281,7
9286,1
9288,7
9290,7
9291,7
9293,4
9294,7
9295,7
9298,7
9303,1
9304,7
9307,7
9309,7
9314,3
9315,5
9317,7
9318,7
9319,6
9320,7
9326,7
9331,3
9339,5
9342,5
9349,2
9353,3
9359,7
9362,0
9366,7
9376,1
9384,5
9386,7
9390,5
9396,5
9399,7
9402,5
9415,5
9420,7
9421,7
9422,5
9425,0
9428,7
9440,7
9441,4
9443,6
9451,7
9456,1
9457,0
9459,6
9465,5
9475,7
9483,1
9485,7
9488,7
9492,3
9494,3
9495,5
9498,3
9502,5
9506,7
9509,7
9512,7
9516,7
9520,7
9524,5
9531,0
9532,7
9538,7
9547,7
9549,1
9550,4
9552,7
9555,7
9563,7
9565,7
9574,5
9586,3
9587,7
9593,7
9594,5
9597,7
9600,0
9603,7
9607,7
9608,5
9609,0
9610,7
9612,7
9613,5
9618,4
9619,4
9621,5
9625,6
9638,7
9644,7
9650,1
9652,5
9654,7
9660,7
9665,7
9666,6
9668,6
9672,7
9674,7
9677,2
9683,4
9689,7
9690,5
9691,3
9701,7
9709,7
9712,7
9713,5
9714,5
9717,7
9720,5
9726,7
9729,5
9730,7
9741,7
9747,6
9763,7
9765,5
9771,6
9774,7
9777,5
9779,7
9783,5
9784,7
9791,7
9802,5
9810,5
9818,7
9820,7
9822,7
9825,1
9829,7
9832,7
9839,7
9846,7
9847,6
9852,5
9854,6
9855,1
9857,4
9860,5
9863,4
9866,7
9867,6
9869,7
9875,5
9879,0
9880,7
9885,7
9889,7
9890,5
9898,7
9900,4
9901,5
9917,7
9927,1
9928,4
9933,5
9937,5
9939,7
9940,1
9942,1
9945,7
9946,7
9950,7
9953,4
9954,0
9961,4
9975,7
9980,5
9983,7
9988,1
9989,4
9990,5
9991,7
9993,4
10000,4
10007,7
10010,7
10013,7
10019,7
10024,7
10026,6
10034,7
10037,5
10038,5
10045,7
10046,7
10056,6
10060,7
10062,7
10067,5
10070,3
10073,6
10074,7
10082,5
10086,7
10092,7
10096,7
10110,6
10111,5
10113,7
10115,5
10116,7
10117,7
10132,7
10135,5
10136,7
10144,7
10147,7
10154,7
10162,7
10164,5
10166,4
10167,6
10179,7
10184,7
10192,1
10203,5
10206,0
10215,7
10217,7
10222,7
10227,4
10231,7
10232,5
10236,6
10238,6
10248,6
10252,4
10262,7
10273,5
10288,5
10289,5
10290,6
10291,6
10292,5
10296,7
10302,5
10304,7
10311,7
10312,3
10313,0
10316,4
10318,7
10319,2
10320,7
10324,5
10325,7
10329,0
10330,7
10332,5
10333,6
10344,7
10348,7
10349,5
10352,5
10353,6
10354,7
10356,7
10357,5
10360,7
10362,7
10367,7
10369,7
10370,7
10372,2
10376,7
10377,7
10379,7
10384,6
10388,7
10391,7
10395,7
10403,6
10405,6
10407,5
10411,7
10417,7
10418,7
10420,7
10422,4
10426,4
10447,7
10449,7
10450,4
10453,7
10455,1
10457,4
10458,4
10461,3
10463,1
10467,7
10470,6
10475,4
10482,7
10485,3
10495,7
10501,6
10504,7
10510,7
10513,1
10517,7
10525,0
10530,6
10536,7
10537,6
10540,5
10550,7
10551,7
10552,7
10557,7
10560,6
10562,7
10563,5
10566,0
10568,7
10578,6
10580,0
10587,7
10597,3
10599,7
10606,7
10608,7
10610,4
10614,0
10615,7
10617,6
10625,4
10629,7
10633,1
10636,7
10637,5
10640,7
10649,6
10653,7
10654,7
10656,1
10660,7
10662,6
10667,1
10669,7
10671,5
10672,7
10676,6
10677,7
10680,7
10681,1
10690,7
10702,3
10703,2
10706,7
10708,3
10710,7
10713,7
10718,7
10720,5
10724,4
10726,7
10732,7
10735,6
10739,5
10742,7
10746,3
10747,7
10748,7
10752,7
10754,7
10758,6
10766,7
10768,7
10771,7
10772,7
10781,1
10782,1
10786,7
10788,6
10789,4
10796,1
10798,7
10802,3
10804,7
10812,7
10824,3
10826,6
10833,4
10837,0
10840,2
10841,5
10842,6
10846,6
10848,7
10849,5
10850,7
10853,5
10855,7
10856,7
10858,7
10861,7
10867,7
10883,1
10890,5
10892,7
10893,7
10896,4
10897,1
10901,7
10907,7
10909,7
10910,0
10913,7
10921,7
10926,7
10929,7
10933,1
10936,7
10938,5
10940,4
10941,7
10942,7
10947,7
10949,5
10951,5
10952,4
10955,7
10977,7
10978,5
10979,6
10980,2
10993,0
10995,7
11000,5
11002,7
11008,6
11009,6
11017,7
11023,7
11026,3
11027,7
11036,7
11041,5
11050,7
11075,7
11077,5
11088,5
11090,7
11092,7
11097,2
11101,7
11110,5
11112,1
11113,4
11123,7
11124,5
11126,1
11135,5
11136,3
11139,7
11146,7
11159,5
11166,7
11173,5
11174,1
11177,5
11178,7
11180,7
11188,5
11189,5
11190,1
11192,5
11203,5
11206,0
11209,6
11215,7
11224,7
11225,4
11227,7
11231,4
11242,6
11245,5
11246,6
11249,5
11251,7
11253,7
11255,7
11257,1
11258,7
11265,7
11268,0
11270,7
11272,1
11277,5
11278,6
11282,7
11285,4
11288,5
11293,4
11295,4
11296,1
11301,7
11311,5
11317,5
11320,5
11323,7
11325,4
11331,7
11332,4
11342,5
11345,6
11350,5
11356,1
11357,7
11383,6
11386,7
11387,7
11388,7
11390,4
11392,7
11394,5
11406,7
11410,7
11412,7
11417,0
11418,7
11423,4
11424,3
